Old.Name,Blup_Transfo_PC1_y1_y2,Blup_Transfo_PC2_y1_y2,Blup_Transfo_PC3_y1_y2,Blup_Transfo_PC4_y1_y2,Blup_Transfo_PC1_PC2_y1_y2,Blup_Transfo_PC1_PC3_y1_y2,Blup_Transfo_PC2_PC3_y1_y2,Blup_Transfo_PC1_PC4_y1_y2,Blup_Transfo_PC2_PC4_y1_y2,Blup_Transfo_PC3_PC4_y1_y2,Blup_Transfo_PC1_year2,Blup_Transfo_PC2_year2,Blup_Transfo_PC3_year2,Blup_Transfo_PC4_year2,Blup_Transfo_PC1_PC2_year2,Blup_Transfo_PC1_PC3_year2,Blup_Transfo_PC2_PC3_year2,Blup_Transfo_PC1_PC4_year2,Blup_Transfo_PC2_PC4_year2,Blup_Transfo_PC3_PC4_year2,Blup_Transfo_Area_2_cavities_filled_field_year2,Blup_Transfo_Perimeter_2_excl_cavities_field_year2,Blup_Transfo_Squared_Perimeter2_Area2_ratio_field_year2,Blup_Transfo_Circularity_field_year2,Blup_Transfo_Horiz_size_center_field_year2,Blup_Transfo_Horiz_size_25perc_field_year2,Blup_Transfo_Horiz_size_50perc_field_year2,Blup_Transfo_Horiz_size_75perc_field_year2,Blup_Transfo_Vert_size_center_field_year2,Blup_Transfo_Vert_size_25perc_field_year2,Blup_Transfo_Vert_size_50perc_field_year2,Blup_Transfo_Vert_size_75perc_field_year2,Blup_Transfo_Vert_size_center_Horiz_size_center_ratio_field_year2,Blup_Transfo_Horiz_size_25perc_Horiz_size_75perc_field_year2,Blup_Transfo_Vert_size25perc_Vert_size_75perc_ratio_field_year2,Blup_Transfo_Num_Indents_field_year2,Blup_Transfo_Indent_width_mean_field_year2,Blup_Transfo_Indent_depth_mean_field_year2,Blup_Transfo_Area_2_cavities_filled_field_y1_y2,Blup_Transfo_Perimeter_2_excl_cavities_field_y1_y2,Blup_Transfo_Squared_Perimeter2_Area2_ratio_field_y1_y2,Blup_Transfo_Circularity_field_y1_y2,Blup_Transfo_Horiz_size_center_field_y1_y2,Blup_Transfo_Horiz_size_25perc_field_y1_y2,Blup_Transfo_Horiz_size_50perc_field_y1_y2,Blup_Transfo_Horiz_size_75perc_field_y1_y2,Blup_Transfo_Vert_size_center_field_y1_y2,Blup_Transfo_Vert_size_25perc_field_y1_y2,Blup_Transfo_Vert_size_50perc_field_y1_y2,Blup_Transfo_Vert_size_75perc_field_y1_y2,Blup_Transfo_Vert_size_center_Horiz_size_center_ratio_field_y1_y2,Blup_Transfo_Horiz_size_25perc_Horiz_size_75perc_field_y1_y2,Blup_Transfo_Vert_size25perc_Vert_size_75perc_ratio_field_y1_y2,Blup_Transfo_Num_Indents_field_y1_y2,Blup_Transfo_Indent_width_mean_field_y1_y2,Blup_Transfo_Indent_depth_mean_field_y1_y2
GWR_100_459,-0.018742041,0.001723688,-0.006473449,0.011180193,-0.011226513,-0.005606519,0.005541128,-0.013906586,-0.003689485,-0.010927383,-0.012997620999999999,-0.00371591,-0.009545754,0.017694758,-0.005402134,0.002672733,0.00694086,-0.014299482,-0.006847671,-0.016525025,-8.718559319,-56.5010726,-2.08116749,3.465961449,-11.32636079,-0.012988663,-7.029761285,-9.633065948,-14.97667875,-5.892312117,-14.41654306,-7.082316206,-0.041612707,-4.04842e-4,0.001610327,-11.14625934,0.382587612,-0.052939673,-3.573848649,-22.237989550000002,-2.332216992,3.622255529,-3.739055341,0.05177037,-0.480675686,-3.037006567,-9.273449404,-1.846707106,-9.829639605,-2.594975472,-0.055317725,0.031853155,0.001671117,-8.548212286,0.304290931,-0.085368814
XXX_100_128,0.049976172,0.020118478,-0.010578878,-0.017680831,0.011004677,0.032151164,0.019793689,0.031849172,0.014733067,0.00407883,0.070236604,0.027377513,9.89886e-4,-0.019009824,0.017763517,0.033939618,0.015327125,0.041477336,0.014991854,0.010110967,24.29803949,105.829879,0.534138345,0.249354366,29.51439526,0.092550242,19.5832854,30.91992188,34.17672057,21.08471804,31.91018026,19.49446875,0.003761937,-0.050280814,9.50345e-4,1.582563588,0.832246471,0.274962996,21.71342121,60.55926621,0.443020449,-0.577517554,29.15972686,0.070278171,20.35489052,31.07626218,28.37306305,12.21882502,26.10322526,11.33803625,-0.020768841,-0.095124949,7.35049e-4,3.268642739,0.540606679,0.229916989
GWR_100_39,-0.01306678,-0.037219726,0.006433613,0.004621478,0.015931317,-0.010132531,-0.02730221,-0.008360893,-0.016442319,6.80167e-4,0.015508012,-0.026460487,-0.001323455,0.007824729,0.024012406,0.009277454,-0.014018034,0.002792878,-0.011426949,-0.005168936,7.88946292,36.33867845,0.047037775,-1.569001198,9.76453713,-0.026871018,2.27591428,9.353105629,14.06012284,8.443015573,14.28521816,2.899010271,0.017865229,-0.063778744,0.00499413,-4.228420791,0.816061347,0.071803272,1.316975631,23.88157899,-1.171163921,1.33642083,-0.290380154,-0.015705528,-3.888511715,-0.400621128,3.734555391,5.296698481,3.719521599,2.522601212,0.029072876,-0.003216566,1.91226e-4,-7.35156874,0.548653396,-0.05787494
GWR_100_328,0.002879546,0.007203167,0.001781959,0.003839567,-0.002785719,5.38242e-4,0.004326511,-9.92343e-4,8.28561e-4,-0.001619348,0.01904157,0.028428229,0.004429271,0.012406633,-0.008591231,0.005279834,0.01268145,0.002121462,0.005248777,-0.002625051,6.299541489,48.47499628,2.992763453,0.093555294,9.703580756,0.081148768,6.247126159,9.168773862,7.046997034,5.358198222,4.921957033,2.8388818,-0.026520928,-0.001533524,0.0028355950000000002,8.500402135,-0.046633506,0.195154699,4.559106798,30.99844576,2.631482198,-0.666606761,8.216706014,0.047938617,6.088368719,8.139965555,4.12406405,3.846566762,3.132338561,2.425486986,-0.031564404,-0.019514008,0.002097873,4.61486673,-0.017038964,0.207806058
GWR_100_54,0.061604635,0.012915561,0.018731369,-7.92493e-4,0.02204639,0.019121823,-0.003784199,0.027191395,0.005433161,0.012071861,0.066820786,0.041264288,0.01510148,-0.017492913,0.00758846,0.018566427,0.010159892,0.039001473,0.019140612,0.021252997,7.848762028,18.41142726,-1.317050312,0.1531838,8.118715573,0.057306068,7.195475261,8.370002889,12.27608208,6.325984055,8.961010848,5.063635291,0.004628513,-0.012530869,4.06256e-4,5.179839633,0.049659549,-0.049113812,6.567633721,15.68961946,-1.339519962,-0.911330885,7.144998522,0.03583279,6.759171597,6.855297978,10.7510151,4.417364984,9.231954246,3.775725994,0.008014466,-0.024293627,-5.87142e-4,2.221579636,0.10925214,-0.062569014
XXX_100_56,0.038548112,-0.041567829,-4.66059e-4,6.92461e-4,0.045596849,0.019872424,-0.026140293,0.016557161,-0.016297228,-9.27163e-4,0.049597774,-0.030804712,0.006102182,-0.007056737,0.047044111,0.018701459,-0.023928338,0.025912641,-0.008110573,0.00865975,-19.89791494,-102.2135543,-2.496317168,-0.957958666,-28.22717203,-0.172994245,-23.71039735,-27.78520308,-22.26851079,-14.87273351,-21.27335576,-14.87078342,0.015700282,-0.030901777,-5.44748e-4,-7.548983293,-0.564188172,-0.257393286,-16.49627304,-46.18767336,-2.716018888,0.7109102,-22.6261639,-0.135400347,-18.56178804,-21.4847132,-20.73464471,-6.920378427,-19.57086894,-6.939135935,4.95018e-4,-0.004656157,-9.88932e-4,-8.996953617,-0.322788384,-0.281570846
GWR_100_211,0.011417716,0.009060738,-0.0095699,0.008000574,-0.001425848,0.011795323,0.012119135,6.72758e-4,2.72639e-4,-0.011023212,0.018906113,0.017671398,0.00162967,-0.002036295,-0.002383359,0.007782434,0.009055611,0.009447751,0.006240346,0.00215026,21.59243374,106.8155697,1.697224385,2.167661237,29.81917703,0.128237194,21.42071181,31.0428097,22.91880807,12.85853844,22.11853463,15.28547566,-0.03278482,-0.021951291,-0.001513655,11.5442511,0.32837343,0.206276658,21.15785624,61.33210655,1.753739356,2.170288878,30.28021422,0.110139449,20.61181123,32.83300034,21.49726626,8.105896155,21.31469446,9.340522325,-0.049118438,-0.066868571,-8.89891e-4,14.18801511,0.192866877,0.176075053
GWR_100_387,0.01605558,0.031371962,4.01257e-4,-0.006769316,-0.012305416,0.007800015,0.019850899,0.010759335,0.014669622,0.004016687,-0.003342147,0.028042219,5.23406e-4,-0.005128881,-0.019646216,-0.002088156,0.016147205,0.0011267,0.010743082,0.002784057,2.442373086,12.37407117,0.728308152,0.046635124,5.924286906,0.073783562,6.484213439,6.096577822,0.402983098,0.035376126,0.515716504,1.455926927,-0.038661304,0.007044895,-0.001780619,-6.99555621,0.385195706,0.173613852,2.235736518,12.64151284,0.419084238,0.860166083,5.400457086,0.066645296,5.668111964,5.602544289,-0.613938653,1.151805782,-0.180236162,1.794370508,-0.044968227,0.006959989,-8.90443e-5,-4.509540316,0.261416326,0.173175732
GWR_100_203,-0.004762781,-0.003528629,-0.020870833,0.013872346,-0.001717541,0.010593305,0.011429436,-0.009457403,-0.006718077,-0.021303983,0.013759711,-0.016917836,-0.010172133,0.017779408,0.01696329,0.016779706,-4.03314e-4,-0.002413688,-0.010976728,-0.016858055,0.232499295,3.687671101,0.84154261,1.988701935,-0.049435612,0.073518575,-0.154230286,-0.41647781,-1.25802037,3.059706861,-2.054590468,-0.58844115,-0.023361695,0.024404979,0.003868791,-0.077717663,0.029030171,0.092948964,4.779730958,8.841500856,0.864955554,2.78262931,7.504264892,0.126454799,8.166324485,8.122202928,1.953567459,2.83753845,1.341550069,0.928963844,-0.04710849,0.037377079,0.001097038,1.922418749,0.050882038,0.163489583
XXX_100_114,0.02164651,-0.010574179,0.010768713,0.001932375,0.017001728,0.004546334,-0.012869321,0.008461335,-0.004712255,0.005029544,0.010095731,-0.017104198,0.007038771,4.33706e-4,0.01601755,-0.00118097,-0.016066899,0.004385165,-0.00584404,0.005544599,6.888474315,77.98411423,5.104346137,-0.077521435,6.350981378,-0.018876697,-0.094958469,5.35925077,11.47633964,7.293769892,13.18365802,6.987746419,0.022054503,-0.040033328,0.001238651,7.946975051,-0.181291186,0.182254218,2.47287058,45.44064207,3.360284276,0.699474587,2.191910615,-0.024372215,-2.093111213,3.197570053,3.355398309,4.717319306,4.25999209,4.509227891,4.53378e-6,-0.043627123,4.77647e-4,5.661929833,-0.147823234,0.114652308
GWR_100_242,-0.005412135,0.008809038,0.008212777,-0.004894968,-0.008673436,-0.00741078,6.80093e-4,-3.50799e-4,0.005341633,0.007773498,0.002229093,-0.020528952,0.001494544,-0.007392514,0.014378998,3.83847e-4,-0.013210331,0.004179172,-0.004499865,0.004960431,-19.91483728,-88.77923169,-0.604317448,-3.172723052,-29.0339161,-0.217255351,-26.33124256,-28.88371352,-19.70184582,-13.31901646,-20.56399361,-15.18711148,0.066545872,-0.002852433,0.003777756,-8.379123919,-0.569972872,-0.19483573,-13.08841565,-38.88607634,-0.980787488,-1.772260477,-18.39549669,-0.135896294,-16.9620742,-19.02164955,-13.99698438,-5.908232501,-13.67908019,-6.987048284,0.046110373,0.053499877,0.002113391,-5.407022976,-0.380272643,-0.194695842
GWR_100_471,0.006315149,0.013223503,-0.014200548,0.002902585,-0.006451707,0.012109,0.017841785,0.001126241,0.003769193,-0.010865596,0.00554412,0.010328035,-0.004768972,0.006613984,-0.004573605,0.00732789,0.01074909,-8.44001e-4,0.001120078,-0.007367987,19.0250485,88.21065616,1.001064773,1.609569206,26.22275224,0.126621201,19.82037267,26.86462308,21.01173002,15.88286918,18.69145869,12.39930897,-0.031648549,-0.016290325,0.002779284,17.35523547,0.139999953,0.092621628,21.16897498,52.02896556,0.894327878,1.636250051,30.08523263,0.132001853,24.55528782,31.54405527,22.66745349,9.693804844,20.27134362,7.857237531,-0.046150655,-0.048015723,0.001085013,14.48717599,0.12940931,0.143962708
XXX_100_27,-0.026464315,-0.007940504,-0.014839599,-2.50477e-4,-0.009099767,-0.004044448,0.004876823,-0.011473184,-0.003303205,-0.009321145,-0.040788988,-0.015661892,-0.00180246,0.00651476,-0.010814491,-0.018510918,-0.007237509,-0.021313236,-0.007632385,-0.00475689,9.373105811,32.61608861,-0.763163719,1.884188406,15.09159223,0.142776385,16.14551992,14.46791132,5.978712347,6.614215925,5.230606719,5.565054467,-0.029092606,0.062981748,5.34205e-4,5.456553174,-0.041900097,0.022627574,10.20400393,23.2710933,-0.663741968,1.875837984,16.37422371,0.163634809,17.40098551,14.15655506,7.381332285,4.651775271,7.267958421,4.134619721,-0.043801743,0.070634673,-7.27431e-4,6.110671163,-0.013479274,0.05485218
GWR_100_385,-0.023999135,-0.002929734,0.005547773,-0.0151073,-0.008727041,-0.015326046,-0.005061427,-0.002511849,0.004704095,0.012398438,-0.003875895,-0.04392173,0.006372367,-0.013921731,0.026429586,-0.007797652,-0.031490217,0.005228386,-0.01055757,0.012087978,-25.54715868,-127.3706331,-2.967639058,-0.721765616,-36.83738931,-0.146149981,-28.04703287,-37.15406528,-28.31231669,-19.14571835,-25.98664952,-18.46594324,0.040825039,0.056260381,-0.001517246,-18.34081143,-0.321324412,-0.231447393,-18.19727677,-58.63355035,-2.253470299,-1.463280529,-26.06747271,-0.103721082,-19.66854257,-27.57631582,-20.65507685,-8.963235028,-19.16960384,-8.589070782,0.064892496,0.126565213,-0.002330021,-14.08268869,-0.135638319,-0.252266832
XXX_100_23,0.034037728,-8.26052e-4,0.008187222,0.00297124,0.01654933,0.012167605,-0.005453725,0.013313733,-0.001574436,0.002868752,0.037985007,0.011335294,0.003279865,-0.00284026,0.011525583,0.015692117,0.003593883,0.018652391,0.00462013,0.004158264,12.20164916,57.65424172,1.051083497,-0.679802251,17.20121208,0.02785674,8.380911638,19.18413298,16.15175686,9.289828177,13.73443807,7.949801985,-0.018067506,-0.069955217,0.001024319,10.16068339,0.176788356,0.080771856,11.81940398,35.98120836,0.80770709,0.572645031,16.05572454,0.052872272,10.32994818,17.54360348,14.50369665,6.145848459,13.47229788,5.379689037,-0.020784475,-0.058298902,7.95081e-4,8.20479737,0.137957548,0.113192596
XXX_100_34,-0.005445735,-0.011203213,0.005109409,0.007359893,0.003852028,-0.005879273,-0.009973293,-0.006494218,-0.007460669,-0.001818698,-0.006655496,0.007240791,-0.0043467,0.011192764,-0.00877226,8.85841e-4,0.008513797,-0.008559355,-0.001325878,-0.00924012,28.10332005,133.5524324,1.407975064,3.307837626,37.8654155,0.237428256,27.99988372,40.19795395,29.99345252,21.14520466,30.44143341,21.11793752,-0.036564626,0.035440311,-7.2408e-5,15.14152714,0.302245176,0.226249671,16.00714782,73.34358287,0.121332285,1.909821948,20.8367778,0.133407932,15.92217016,22.31072283,17.60689719,11.89503207,18.28630703,11.86446671,-0.014243564,0.018034739,-2.25004e-4,9.102280031,0.16786415700000001,0.078233793
XXX_100_2,-0.008034248,0.00042166700000000003,-7.2547e-4,0.010304392,-0.00439227,-0.003234422,0.001260998,-0.008981824,-0.004119372,-0.007093885,-0.024945465,0.020565973,0.003472166,0.017131776,-0.026123231,-0.015476204,0.008956942,-0.019333665,0.001296919,-0.00554772,36.75076218,177.8469122,1.89327558,6.098535787,51.82442019,0.308716143,47.26322483,52.24096241,31.90053063,28.04067874,30.31903786,27.31117021,-0.069935189,0.063084091,3.11866e-4,19.29223027,0.340789652,0.290699461,29.74215237,96.98972294,1.587736656,4.182082882,41.06670834,0.237795875,36.61544835,42.26205304,28.63949839,15.98035819,26.84976709,15.45791389,-0.051741581,0.019774345,0.001626332,17.32920442,0.206898773,0.23704191
XXX_100_40,-0.040311623,0.023804079,-0.001782853,0.018063556,-0.03468585,-0.018990446,0.01637501,-0.027066528,0.001960571,-0.012416578,-0.042402207,0.039465335,0.007681084,0.017542119,-0.045570952,-0.027976805,0.016068839,-0.027111685,0.007397358,-0.002264695,20.95460094,98.93004347,1.281175098,4.781347808,34.39090342,0.212941311,30.96347465,33.86923007,12.46063801,14.37070381,12.20449345,14.56393399,-0.088397017,0.034290176,1.48723e-4,14.31138651,0.122360518,0.146254034,14.41938927,56.39181971,0.764323946,4.487981201,24.26547616,0.151244392,22.37277305,24.93195608,6.896849604,8.546946498,6.180403444,8.53634503,-0.089730227,0.008730445,9.56814e-4,10.14934313,0.089335987,0.095421077000000007
GWR_100_175,-0.002808556,0.032415562,-0.007399172,-4.91832e-4,-0.021949245,0.003111093,0.025689342,-9.97507e-4,0.012510923,-0.004652318,0.004488986,0.019633508,-0.005503375,0.004664223,-0.010483633,0.007602096,0.017011555,-2.29988e-4,0.004772709,-0.007056182,12.23770006,69.05129147,2.162871723,1.488076042,18.35938278,0.070502095,10.69251257,18.93835727,11.47633966,8.443015573,10.79694441,8.130187402,-0.037293769,-0.034639777,-7.7779e-5,15.69495422,-0.253678536,0.059098397,12.08866643,41.84333294,2.219317875,0.975557693,19.13187043,0.103613279,13.17726017,18.5623355,10.84538569,5.577771959,11.10563964,5.379992035,-0.058955937,-7.03893e-4,-7.79409e-5,11.64514757,-0.138398906,0.143577605
GWR_100_473,0.029396702,-0.012423167,-0.009140436,0.002239922,0.021433755,0.020951761,-0.001554352,0.011560022,-0.005874642,-0.007403471,0.031947552,-0.006047817,-0.006771556,-0.001007133,0.01973548,0.022786001,0.002884518,0.014584841,-0.002000477,-0.005404582,5.083541308,37.13955223,2.259516016,-1.116303205,7.326283003,0.003716943,2.690817021,8.677222475,8.277369988,2.152407642,6.451901659,4.522479037,-0.011616195,-0.057453016,-0.002726617,3.796271923,0.084894436,0.154704484,4.926052626,25.35924365,1.779896542,0.676354114,6.623146044,0.035805287,4.119312521,8.826212211,5.864862096,2.289843039,5.703910655,3.486213481,-0.01602365,-0.036436719,-0.001315663,3.866964513,0.045742592,0.184595295
XXX_100_82,0.00998261,-0.032977305,0.007566937,-0.008927504,0.025732576,6.51686e-4,-0.024835634,0.009039165,-0.009639685,0.009733049,0.034668659,-0.024405917,0.010198877,-0.007239405,0.03451538,0.007720825,-0.023267253,0.019058913,-0.006211945,0.011906292,-4.88518076,-20.95459859,0.628183145,-4.1517312220000004,-8.278543169,-0.160986666,-8.511556757,-6.315094219,1.141206868,-5.347932585,2.106858908,-2.873323114,0.031858501,-0.125733764,-0.003229334,0.198995879,0.016861524,-0.042881856,-2.282043614,-4.369865902,-0.55596762,-2.759256304,-2.587084079,-0.084733451,-2.75141088,-2.390978572,-0.012687541,-1.718255201,1.475279529,-0.511550988,-0.002283018,-0.087507189,-0.001037203,-0.022127015,0.047070362,-0.102628588
GWR_100_132,-0.011185308,-0.006570264,0.004061013,0.004991615,-0.001245179,-0.007836766,-0.006006363,-0.007733853,-0.00450689,-0.001022135,0.020219462,0.024489307,-0.006291421,-0.005363313,-0.00554415,0.01620781,0.020695688,0.011698362,0.009547932,-0.002869736,12.0147958,72.00836382,2.703525632,-1.459611241,18.17651373,0.023966583,6.010038886,17.95525455,15.78264498,6.567930515,13.48964694,7.589031148,-0.018736252,-0.064003728,-7.99068e-4,15.69495422,-0.179438046,0.079175417,5.84492169,42.25711484,1.151936785,-1.101148763,8.333869204,-0.009242536,0.089513245,9.068788878,8.410253151,4.378715921,7.053468064,4.891203523,0.013487438,-0.036204043,-6.07185e-4,8.354377814,-0.118632675,-0.017677329
GWR_100_104,0.030859261,-0.006937683,0.004084927,0.001828362,0.01949855,0.013126031,-0.006531937,0.012450354,-0.003609132,9.02866e-4,0.03295907,0.014968351,-0.002041334,0.002571701,0.007005313,0.018434965,0.010879795,0.013339711,0.003861518,-0.00318661,23.98335041,103.7352861,0.424563064,2.480683087,30.18491513,0.211258093,22.90250726,31.0428097,28.33244906,18.66525346,27.50393975,21.5989653,-0.019275933,0.036306796,-0.002517364,19.01551673,0.073770268,0.132680343,18.47320062,59.04752478,-0.014611279,1.14740966,23.00562544,0.182331834,18.37256669,23.45892961,22.97964202,10.91432612,22.65099604,12.3796715,-0.008884571,0.034939621,-7.9481e-4,13.58969333,0.073363829,0.092090817
GWR_100_298,0.019836456,0.01566648,-0.019689067,-0.004179013,-0.001027857,0.022693811,0.023073728,0.010937384,0.007462634,-0.009987161,0.006938226,0.004936702,-0.012808826,-5.97696e-5,-2.97213e-4,0.016044654,0.015330876,0.003126919,0.001357428,-0.010898656,5.105755389,32.02628122,1.71377618,-2.689345704,9.033060889,0.030046272,5.180233417,10.09043266,9.200149699,0.640242273,11.71491118,2.59836791,-0.015255651,-0.043092115,-0.002371274,14.31138651,-0.244039238,0.028744717,10.17726696,23.59027327,2.072558978,-1.608211678,15.07087027,0.091289452,11.77012058,15.34762496,14.08537406,1.774451224,14.98919244,2.727017372,-0.019955722,-0.023477892,-8.30661e-4,14.18801511,-0.157562781,0.139774576
GWR_100_247,-0.008623886,0.032597558,2.96212e-5,0.008406587,-0.025092376,-0.004357975,0.020926034,-0.008051733,0.009160652,-0.005464087,-0.035538555,0.016296308,9.10128e-4,0.020105877,-0.02895326,-0.018349558,0.008874577,-0.025363919,-0.001011051,-0.009091705,21.73863592,110.0190648,1.891531559,4.94493104,32.80603827,0.178463246,27.22935008,33.00901518,15.35201444,16.06432903,13.6120425,17.20958679,-0.072021179,0.010464704,-0.001033228,18.73880318,0.026327861,0.168829914,17.92420619,62.16673107,0.368473778,4.101937943,27.22613061,0.172088816,22.71104772,28.03303723,13.02713355,9.612832881,11.7571862,10.04978159,-0.070990071,0.013915601,0.001298658,11.79472801,0.065135638,0.131120875
GWR_100_237,0.002445552,-0.019412918,-0.00818261,0.013254205,0.012442636,0.006525501,-0.006838794,-0.006167192,-0.012652917,-0.01341913,-0.006046034,-0.027247717,0.001690566,0.007827911,0.014814283,-0.004453602,-0.017360542,-0.006621508,-0.011550388,-0.002629958,22.04345727,95.7265484,-0.008167496,1.489376041,28.35622455,0.127102179,18.33857721,29.62959952,25.68714721,19.51206606,25.05602832,18.35202776,-0.008846461,-0.004695724,5.80127e-4,15.97166777,0.196009038,0.043078986,29.83415462,56.37283256,-0.275681887,3.306781228,38.9927396,0.188850813,28.01195018,41.20312941,32.77781349,11.95568983,31.69752144,11.36840897,-0.032587382,-0.021329391,-2.58208e-4,19.27375018,0.163926522,0.073483139
GWR_100_99,-0.019874636,-9.64774e-4,-0.012382077,0.012741726,-0.010515957,-0.002378175,0.007736682,-0.015581794,-0.005452771,-0.015722909,-0.025529474,0.001182821,-0.004387937,0.013050634,-0.014939726,-0.008524955,0.004951483,-0.017725998,-0.003872779,-0.010145287,15.9269865,56.11409989,-0.784587474,4.370048267,22.99206557,0.182164087,18.16076175,24.65264194,11.96848883,10.43907386,15.44797607,10.95622562,-0.056016428,0.031707154,-4.39711e-4,1.305850046,0.444285383,0.152192328,13.98036373,35.09994281,-0.521577847,2.237305182,21.83159191,0.134459945,16.0976272,23.56907277,10.9189419,6.576162252,12.12260292,6.801729838,-0.058081311,-0.004744079,-2.94398e-4,3.119062296,0.301255342,0.113905488
XXX_100_109,0.024273153,-0.029262441,0.013521168,0.002200452,0.030649914,0.004076734,-0.026150075,0.009419999,-0.012308348,0.006487117,0.016731845,-0.012910726,0.005019957,0.002788296,0.017351278,0.003614513,-0.011733511,0.006170338,-0.005304604,0.002687643,-9.753925623,-51.80832733,-1.124399972,1.316009124,-13.21441754,-0.058701822,-10.31445087,-12.55085074,-14.36309712,-7.237744815,-15.56440064,-7.556546858,-0.014427174,-0.004263286,0.001200668,-5.888702042,-0.138345452,-0.050474584,-8.548334985,-20.33749525,-1.238297709,2.923738554,-11.58687924,-0.030373231,-9.131369452,-10.58455631,-13.64972696,-2.821271202,-14.28628435,-3.009489703,-0.019160498,0.02270629,-3.12515e-4,-3.612057655,-0.133094094,-0.109806576
GWR_100_460,0.01779444,0.003965254,0.002684826,-0.002460951,0.005673991,0.007316852,9.70794e-4,0.009052235,0.002356799,0.002695113,0.020288397,0.020345501,0.002210461,-0.002843129,-0.003063252,0.008011686,0.010014781,0.010351434,0.00736633,0.002989062,16.69793836,68.12720636,-0.005962959,1.569176237,23.78449813,0.070040954,14.42663716,25.14419331,17.81276034,12.07221245,16.61073398,13.18097912,-0.031940574,-0.050638197,-6.38393e-4,4.072985465,0.484828837,0.132250177,8.285915143,40.25441105,-0.44392827,1.112185397,12.13252702,-0.001019249,5.506809911,14.60661951,8.233275439,7.173685429,7.454022356,7.722962572,-0.013431338,-0.057766208,-5.93538e-4,1.473677419,0.295245387,0.016314077
XXX_100_50,-0.004819382,0.011558041,-0.004992232,-0.010073398,-0.010556349,7.76606e-4,0.010672391,0.003220119,0.008443399,0.00305969,0.009794239,0.024835079,-0.001497059,-0.004897453,-0.010978206,0.00642647,0.016199587,0.006872418,0.009644747,0.001084104,5.676047558,-1.425599849,-2.239544815,-0.277240878,9.642624379,0.094709399,12.52993896,9.353105605,6.12421731,2.515327333,5.533934883,0.614128309,-0.030468762,0.008299871,0.002002681,-5.888702042,0.611436965,-0.053678678,6.544331798,5.924232292,-1.377562294,-1.440214087,10.73125433,0.050489095,12.16142586,9.705359023,7.825816615,2.430137102,5.702753158,1.484153048,-0.018952491,-0.010733625,-6.0442e-4,-2.564994552,0.398041872,-0.016341652
XXX_100_33,-0.013096729,0.013319156,-0.015697162,0.007972242,-0.015826563,0.003355798,0.018918004,-0.00968604,0.001842096,-0.01479386,-0.042419318,0.013588733,-0.004127689,0.023081487,-0.030979885,-0.017159099,0.012117134,-0.029813719,-0.002826371,-0.01464118,41.89168163,247.726772,5.555357197,3.486936091,58.03883065,0.359430048,54.23616211,56.89782431,43.73970384,30.7968225,42.5077467,33.85367859,-0.047025596,0.093499112,-0.002414151,32.29776674,0.177934332,0.40500537,32.75068236,132.4916731,5.178549503,1.038623248,45.42445651,0.274991676,42.30126223,42.998408,36.9281351,17.28879421,36.054485,18.79045457,-0.035450127,0.054447568,-2.71228e-4,26.45361146,0.069055881,0.389953972
GWR_100_489,-0.031089591,0.02409295,0.00112111,-0.004582833,-0.029911113,-0.016443584,0.01483111,-0.011534515,0.010940459,0.00302367,0.022481426,0.001289605,8.28715e-4,-0.006701924,0.009833798,0.010217446,2.4544e-4,0.01309246,0.00224047,0.003698322,-21.50610671,-114.0407723,-3.299366001,-1.154579743,-29.61326647,0.058221941,-15.26854411,-40.47791425,-25.06573694,-17.14282245,-22.49465069,-16.40222948,0.003247924,0.219403836,-0.001540057,-19.72437914,0.140245841,-0.104857817,-22.19513748,-52.86731326,-2.850804244,1.282301461,-31.82078297,-0.012234114,-21.12653343,-39.31682528,-26.36445303,-8.202317736,-24.45885941,-7.836187425,0.066727286,0.299859306,-0.001591245,-19.01884332,0.084450652,-0.201243322
GWR_100_133,0.035801254,-0.020562556,0.005208503,-0.002031078,0.030475782,0.015161049,-0.015604938,0.016949386,-0.007100412,0.004070119,0.045490392,0.004215753,-0.007189566,-0.005761947,0.019873795,0.029814728,0.009369858,0.023355334,0.003048095,-0.00329533,37.97034389,198.4232074,2.96403377,-0.011226325,50.91007494,0.130555869,27.70352461,51.99518673,48.81815869,31.60938902,49.71873574,27.5516841,-0.014270376,-0.069458092,0.002677262,11.82096464,0.769825882,0.403891467,29.29760539,107.322261,2.696453529,0.066566875,38.26529656,0.077147236,21.06814516,40.01534302,38.22667549,17.74055065,36.94052576,15.64604757,-0.008162709,-0.107834725,8.06884e-4,13.29053244,0.447845564,0.325294952
GWR_100_470,-0.022847519,0.016744893,-0.01070147,0.006117849,-0.022364724,-0.00484282,0.017717141,-0.013369264,0.003854992,-0.010706691,-0.022085443,0.025411085,8.58952e-6,0.008315756,-0.027443115,-0.010882125,0.015119068,-0.014029486,0.005548846,-0.00427048,25.88032132,116.8572947,0.852725784,3.520565599,38.04828456,0.206227204,28.59260189,38.90763158,23.41095725,21.14520466,23.46488592,15.52598955,-0.059683897,0.014427987,0.00453329,19.01551673,0.152787154,0.158725513,18.0886984,65.45532932,0.217609519,2.689749759,27.82643721,0.183092625,22.1206981,26.16005918,15.17487822,11.99815975,15.18276617,9.107084181,-0.066464566,0.044457038,0.001193893,12.24346934,0.120464341,0.107692063
